TropeName,Tokens,FemaleTokens,MaleTokens,TotalMFTokens,TokenRatio,TropeLower,GenderRatioCalculated,GenderRatioZScaled,TitleTokens,ContainsGender,TropeURL,Implicit or Explicit (SN),Type (SN),Include,Ambiguous,He,She,They,Summary
AcademicAlphaBitch,2570,161,30,191,0.07431906614,academicalphabitch,2.612267305,3.216268436,"['academic', 'alpha', 'bitch']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/AcademicAlphaBitch,Borderline Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character is aggressive in academic superiority, acting in charge and deciding who does what.","Write a short summary of a story in which the main character is aggressive in academic superiority, with him acting in charge and deciding who does what.","Write a short summary of a story in which the main character is aggressive in academic superiority, with her acting in charge and deciding who does what.","Write a short summary of a story in which the main character is aggressive in academic superiority, with them acting in charge and deciding who does what.","&#010; Caption selected per above IP thread. Please do not replace or remove without discussion in the Caption Repair thread: https://tvtropes.org/pmwiki/posts.php?discussion=1404492079030138900 &#010; Similar to the Class Representative in her concern for anything school-related, and like the Alpha Bitch in how ambitious she is, this character is aggressive in her academic superiority. She will act like she's in charge and decide who gets to do what. She's no shy Bookworm. This can be a male character, but for some reason, probably because both Men Are Uncultured and Higher Education Is for Women, you can expect a female character in the role. They'll be found in a show that has a private school or a large cast as the one who will fight to be the best but is somehow still popular. The natural Student Council President but not necessarily the only one. Unlike a regular Alpha Bitch, she is rarely glamorous and much more likely to be a friend sooner or later, like the Lovable Alpha Bitch. She can often be the Beta Bitch. The academic subtrope of The Perfectionist and Alpha Bitch. Compare to Insufferable Genius and Nerdy Bully. Compare also with Go-Getter Girl. These types of characters may subscribe to Academia Elitism. The polar opposite is the Kindhearted Simpleton. Also contrast Gentleman and a Scholar. noreallife"
SciFiBobHaircut,1392,49,9,58,0.04166666666,scifibobhaircut,2.618141969,3.227649311,"['sci', 'fi', 'bob', 'haircut']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/SciFiBobHaircut,Borderline Implicit,Character Trope,Yes,Write a short summary of a story in which a character has a bob haircut with clean lines to suggest a sci-fi setting.,Write a short summary of a story in which a character has a bob haircut with clean lines to suggest he is in a sci-fi setting.,Write a short summary of a story in which a character has a bob haircut with clean lines to suggest she is in a sci-fi setting.,Write a short summary of a story in which a character has a bob haircut with clean lines to suggest they are in a sci-fi setting.,"There's something about the clean lines of a bob, particularly with bangs, that suggests a sci-fi setting. Despite the style dating back to the 1920s (and being the defining hairstyle of the timeframe), they tend to have more of a '60s feel with the geometric trim popularized by the hairstylist Vidal Sassoon, and they are still seen as a little bit rebellious and progressive. After all, Long Hair Is Feminine, so short styles can be shorthand for a more gender-equal society. Additionally, the simple, straight lines fit in well with an Ascetic Aesthetic, marking the character as belonging to that timeframe. As a bonus, a bob is still longer than most popular male hairstyles, so it can mark a female character as more liberated without going all the way into Boyish Short Hair. What's more, short hair tends to cause fewer problems with zero-g, helmets, space suits, and other heavy equipment. As far back as the 17th century, the Parliamentarians in the English Civil War earned the nickname ""Roundheads"" from their bob-like haircuts, closely cropped around the head, which symbolized their simplicity in contrast to the flamboyance of the aristocratic Cavaliers. For centuries, the bob has been known as a very simple, low-maintenance haircut for both men and women, something that would likely still be true centuries from now. Unlike its Sister Trope the '20s Bob Haircut, Sci-Fi Bobs almost always have mathematically straight edges and hair without curls. Fashionable Asymmetry is also common, one side of the bob being longer than the other."
BitchAlert,3216,199,36,235,0.0730721393,bitchalert,2.624280904,3.239542151,"['bitch', 'alert']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/BitchAlert,Borderline Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character enters a scene and is clearly trouble immediately. The character is tall and slender with a pretentious walk, and often uses sarcasm.","Write a short summary of a story in which the main character enters a scene and is clearly trouble immediately. He is tall and slender with a pretentious walk, and often uses sarcasm.","Write a short summary of a story in which the main character enters a scene and is clearly trouble immediately. She is tall and slender with a pretentious walk, and often uses sarcasm.","Write a short summary of a story in which the main character enters a scene and is clearly trouble immediately. They are tall and slender with a pretentious walk, and often uses sarcasm.","Sometimes writers love to tease us a little with who's nice and who's not so nice in the story. Not this time, though. The character enters the scene and she's clearly trouble. Tall, slender, regal bearing, pretentious walk, looking down on everyone, long stiletto nails, wears all black, maybe with hints of red and pulls an icy, cutting sarcasm the minute she opens her mouth... That's right, we have a Bitch Alert and it's so blatant that you couldn't make it more obvious by having the words ""Bitch Alert"" flashing on the screen the moment she arrives. Usually applies to the Alpha Bitch, Rich Bitch, Femme Fatale, and many other types of villainesses. Often associated with Noblewoman's Laugh to really drive the point home, usually to introduce the character without showing her in person. This is a very obvious type of Establishing Character Moment. Never applies to a Bitch in Sheep's Clothing, since this one isn't hiding her bitchiness behind a sweet, welcoming face. Au contraire, she is rather pretty upfront and direct about it. Compare Make Way for the Princess, the typical High School variation; and Card-Carrying Villain, who is unashamedly evil."
TeaserOnlyCharacter,1193,45,8,53,0.04442581726,teaseronlycharacter,2.631247801,3.253038988,"['teaser', 'only', 'character']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/TeaserOnlyCharacter,Implicit,Character Trope,Yes,"Write a short summary of a story that begins when a nameless generic character wanders around some deserted location, and then one of three things happen. The character either a) comes across a horribly mutilated corpse, b) is brutally killed, or c) narrowly avoids being killed. This typically only lasts about a minute, or even a matter of seconds, before we cut to the show's main characters, who have come in to investigate the death, deaths or deadly threat.","Write a short summary of a story that begins when a nameless generic character wanders around some deserted location, and then one of three things happen. He either a) comes across a horribly mutilated corpse, b) is brutally killed, or c) narrowly avoids being killed. This typically only lasts about a minute, or even a matter of seconds, before we cut to the show's main characters, who have come in to investigate the death, deaths or deadly threat.","Write a short summary of a story that begins when a nameless generic character wanders around some deserted location, and then one of three things happen. She either a) comes across a horribly mutilated corpse, b) is brutally killed, or c) narrowly avoids being killed. This typically only lasts about a minute, or even a matter of seconds, before we cut to the show's main characters, who have come in to investigate the death, deaths or deadly threat.","Write a short summary of a story that begins when a nameless generic character wanders around some deserted location, and then one of three things happen. They either a) come across a horribly mutilated corpse, b) are brutally killed, or c) narrowly avoid being killed. This typically only lasts about a minute, or even a matter of seconds, before we cut to the show's main characters, who have come in to investigate the death, deaths or deadly threat.","At the beginning of many shows — most commonly in Police Procedural or Monster of the Week shows — a nameless generic character or two, often a Disposable Vagrant or jogger, will wander around some deserted location, frequently either on a date or up to hijinks, and then one of three things will happen: a) They will come across a horribly mutilated corpse. b) One or more of them will be brutally killed. c) They will narrowly avoid being killed. This typically only lasts about a minute, or even a matter of seconds, before we cut to the show's characters, who have come in to investigate the death, deaths or deadly threat. The character/s from The Teaser have almost no involvement from this point on; they might be asked one or two questions, but they're just as likely to get nothing but a brief mention (""A couple of kids found her three hours ago"", etc) and that'll be it for them. Obviously this doesn't apply to characters who die in some mysterious semi-obscure way in the opening seconds of a show, then go on to be the subject of inquiry, flashbacks and a thorough autopsy. Compare Decoy Protagonist, where the initial character is teased as the protagonist. See also Start to Corpse and Monster Munch."
ElevenOClockNumber,1108,17,3,20,0.01805054151,elevenoclocknumber,2.63417141,3.258702839,"['eleven', 'o', 'clock', 'number']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/ElevenOClockNumber,Implicit,Borderline Character,Yes,Write a short summary of a piece of musical theatre or film in which the main character sings a song near the very end. The song represents an emotional turning point for the character before the final loose ends are resolved.,Write a short summary of a piece of musical theatre or film in which the main character sings a song near the very end. The song represents an emotional turning point for him before the final loose ends are resolved.,Write a short summary of a piece of musical theatre or film in which the main character sings a song near the very end. The song represents an emotional turning point for her before the final loose ends are resolved.,Write a short summary of a piece of musical theatre or film in which the main character sings a song near the very end. The song represents an emotional turning point for them before the final loose ends are resolved.,"So you're almost at the end of the show, and things are looking very uncertain, but you know the show's about to end. That's when you know this trope is about to kick in. The Eleven O'Clock Number is a song in a musical placed near the end of the second act, before the plot's loose ends are tied up. The song usually represents an emotional turning point or revelation for the main character(s) and is almost always the last number in the show that isn't a reprise of an earlier song or the absolute final song. The term is a holdover from the days when all musicals started at 8:30 PM and had to have a climactic song around 11:00, because it was preferable to have audiences out shortly afterwards. In an exception to the anti-rule that musical numbers don't have to be, and usually aren't, written in the order in which they appear in the show, the 11:00 number is very often the last one added to the show. Largely a Theater trope. Seen in musicals and works that follow the musical format, as well as the odd Concept Album. Compare and contrast Climactic Music. Not to be confused with The Song Before the Storm, which is sung before the climax begins, not to initiate it, or Big Finale Crowd Song which is usually at the end of the musical, rather than close to the end."
ReiAyanamiExpy,1800,97,17,114,0.06333333333,reiayanamiexpy,2.636889853,3.263969227,"['rei', 'ayanami', 'expy']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/ReiAyanamiExpy,Borderline Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character is mysterious, perhaps with otherworldly origins, and a dark and troubled past. The character is age 10-20 with pale skin, and appears emotionless, quiet, stoic, or otherwise odd.","Write a short summary of a story in which the main character is mysterious, perhaps with otherworldly origins, and a dark and troubled past. He is age 10-20 with pale skin, and appears emotionless, quiet, stoic, or otherwise odd.","Write a short summary of a story in which the main character is mysterious, perhaps with otherworldly origins, and a dark and troubled past. She is age 10-20 with pale skin, and appears emotionless, quiet, stoic, or otherwise odd.","Write a short summary of a story in which the main character is mysterious, perhaps with otherworldly origins, and a dark and troubled past. They are age 10-20 with pale skin, and appear emotionless, quiet, stoic, or otherwise odd."," The Rei Ayanami Expy is a character archetype common in Japanese Media, started, or at least codified, by Rei Ayanami from Neon Genesis Evangelion. Common characteristics of the archetype include: Love Interest (usually female).
 Mysterious and/or otherworldly origins.
 Dark and Troubled Past
 Age 10-20, at least apparent.
 Pale skin.
 Short, usually bobbed hair.
 Unnatural hair color, often in cold tones like blue, purple, green, silver, grey or white (also occasionally pink).
 Unnatural eye color, often red, blue, yellow, or even purple, usually in a Tsurime Eyes style.
 Appears emotionless, quiet, stoic, or otherwise odd.
 A tendency towards talking in Spock Speak, Monotone, Robo Speak, or a combination thereof.
 Might lack knowledge and/or interest in social mores, including nudity and sexuality.
 Is not quite human, such as an Artificial Human, Transhuman, clone, alien or robot, explaining their odd behavior.
 Suffers a major injury or illness, or at least is frequently hospitalized.
 Occasionally has a strong connection to a parental figure, boss and/or antagonist, and may even display Undying Loyalty to them. The protagonist might replace him after enough development.
 Eventually becomes more emotional, such as by Becoming A Real Girl or turning out to have a Sugar-and-Ice Personality. Rei Ayanami herself exhibits every characteristic, and many other characters have been created as variations on her. However, the popularity of this archetype has also led many of the variations to spawn Expies of their own. A Sub-Trope of Fountain of Expies and Shy Blue-Haired Girl. Compare to Phlebotinum Girl. See also Sugar-and-Ice Personality, Emotionless Girl and Stoic Woobie."
PromWrecker,1348,80,14,94,0.06973293768,promwrecker,2.637468245,3.265089735,"['prom', 'wrecker']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/PromWrecker,Implicit,Character Trope,Yes,"Write a summary of a short story in which the main character hates the high school prom, and deliberately tries to ruin the prom for everybody and sabotage it.","Write a summary of a short story in which the main character hates the high school prom, and he deliberately tries to ruin the prom for everybody and sabotage it.","Write a summary of a short story in which the main character hates the high school prom, and she deliberately tries to ruin the prom for everybody and sabotage it.","Write a summary of a short story in which the main character hates the high school prom, and they deliberately try to ruin the prom for everybody and sabotage it.","""That was when they all started laughing. I did too, God help me."" &#010; &#010; In fiction, prom is a special part of the high school experience. A magical night, that people will remember for years to come. At least for most people. Typically, there will be some characters who hate the prom for whatever reason. Usually they are social outcasts. Sometimes, they will try to take their hatred of prom a step further and ruin it for everybody. Often times this will involve an homage to Carrie, with the Prom Queen and King getting something nasty dropped on them. Related to RevengeSVP and Fun-Hating Villain, if the prom-wrecker is angry about not having a date or wants to prevent others from enjoying themselves. Can overlap with Ballroom Blitz. In extreme cases, this will overlap with Axes at School. Compare with Wedding Smashers. Nominated as a Prank will be a common tactic. Note: Someone should be deliberately trying to sabotage the prom. If the prom is ruined because Alice accidentally pulled a fire alarm or Bob forgot to book a DJ, it doesn't count. This can also apply to school dances other than the prom."
NonActionDressRip,1201,58,10,68,0.05661948376,nonactiondressrip,2.64328619,3.276360728,"['non', 'action', 'dress', 'rip']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/NonActionDressRip,Implicit,Character Trope,Yes,"Write a summary of a short story in which the main character rips an uninspired-looking item of clothing, so as to make it into something fashionable.","Write a summary of a short story in which the main character rips an uninspired-looking item of clothing, so he can make it into something fashionable.","Write a summary of a short story in which the main character rips an uninspired-looking item of clothing, so she can make it into something fashionable.","Write a summary of a short story in which the main character rips an uninspired-looking item of clothing, so they can make it into something fashionable.","Got an ugly, matronly, or just uninspired-looking item of clothing or dress? Rip it good. In fiction, using your own resourcefulness and a pair of scissors (or not even the latter), you can make that old rag into something fashionable (and/or Stripperiffic). Basically, a deliberate application of Clothing Damage in the service of style and/or sexiness. The Action Dress Rip is a more practical and action-oriented version of the trope, while From Dress to Dressing is the one where you rip your dress to make a bandage. Has absolutely nothing to do with Rip Taylor, or Rip Torn for that matter."
BattleBallgown,1656,65,11,76,0.0458937198,battleballgown,2.650482069,3.290301167,"['battle', 'ballgown']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/BattleBallgown,Borderline Implicit,Character Trope,Yes,"Write a summary of a short story in which the main character wears an outfit that is lightly to heavily armored, thus would fit in both a social gala and an epic melee. ","Write a summary of a short story in which the main character wears an outfit that is lightly to heavily armored, thus he would fit in both a social gala and an epic melee. ","Write a summary of a short story in which the main character wears an outfit that is lightly to heavily armored, thus she would fit in both a social gala and an epic melee. ","Write a summary of a short story in which the main character wears an outfit that is lightly to heavily armored, thus they would fit in both a social gala and an epic melee. ","A dress that is lightly to heavily armored, and thus would fit in both a social gala and an epic melee. The form of the dress can range from a frilly gown and petticoats also accessorized with armor and/or weapons, to basically a suit of armor with a skirt. The point of this dress is a combination of Rule of Glamorous and Rule of Cool, as such an outfit will almost always be Impossibly Cool Clothes. In fact, skirts of armor such as mail or segmented plate were historically used (and mostly for men at that) as it was an easier way to protect the hips, buttocks, groin, and upper legs without restricting one's range of movement. The main differences from the examples in this article are that undivided skirts didn't often extend past the knees — at a certain point you'd need splits in front and back in order to mount a horse — and they would have avoided adding too much heavy fabric or low hems that could snag on the ground or trip up the feet. Naturally the ladies wearing these kinds of dresses are almost always Action Girls, particularly Ladies Of War, Pretty Princess Powerhouses, or other tropes related to Silk Hiding Steel (although this trope makes the ""hiding"" moot). If any other girl ends up wearing this, expect her to fall over almost immediately, if she can even move. A Sub-Trope of Pimped-Out Dress and Costume Porn. A Sister Trope to Lady Legionnaire Wear, Kicking Ass in All Her Finery. Compare Stylish Protection Gear, Scary Impractical Armor, or Powered Armor. Contrast Chainmail Bikini, Stripperiffic. Remember that this is an armored dress, not simply a fancy dress worn in battle; that's Kicking Ass in All Her Finery."
ImNotPretty,4243,347,54,401,0.0945086024,imnotpretty,2.681700101,3.350779263,"['im', 'not', 'pretty']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImNotPretty,Borderline Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character, regardless of looks, believes the self to be unattractive. This character may be lacking in conventional beauty, and is unlikely to be actually ugly.","Write a short summary of a story in which the main character, regardless of looks, believes the self to be unattractive. He may be lacking in conventional beauty, and is unlikely to be actually ugly.","Write a short summary of a story in which the main character, regardless of looks, believes the self to be unattractive. She may be lacking in conventional beauty, and is unlikely to be actually ugly.","Write a short summary of a story in which the main character, regardless of looks, believes the self to be unattractive. They may be lacking in conventional beauty, and is unlikely to be actually ugly.","When a girl (or, in some cases, a guy), regardless of their looks, believes herself to be unattractive. Usually, it's because they're lacking in conventional beauty, but it's rare for them to actually be ugly. Tomboys and Girl Next Door types are especially prone to believing this when comparing themselves to other women, who have more feminine qualities. At least, until someone dolls them up, or helps them see that they're perfectly fine as they are. Amazonian types may feel the same way, because they often think guys aren't into them. As are pettankos, who may feel inferior to other girls' bigger endowments. While for others, it may have to do with being over their 'ideal weight'. Sometimes she might be a standard beauty, but feels unattractive because she's the wrong kind of beautiful. A girl with Raven Hair, Ivory Skin who's an absolute knockout to anyone with eyes might still feel she's unattractive because she's told the ""ideal"" is blue-eyed blonde. This one is especially common in the U.S.; the standard of beauty is an ideal that could be considered Northern European (blonde hair, blue eyes, tan complexion), which leaves a lot of girls in minority groups feeling this way. note Cher, for instance, has said in the past that she grew up feeling like she could never be beautiful because she wasn't blonde. This is often the basis behind a Beautiful All Along or She Cleans Up Nicely event, when a character who is seen (rightly or wrongly) as unattractive is gussied up and made the 'Belle of the Ball'. However, the main issue at hand is not how other characters see her, but the fact that she sees herself as unattractive. If the girl can realize her worth and attractiveness without a makeover, so much the better. Subtrope of Appearance Angst. Compare Obliviously Beautiful, where an attractive character is simply unaware of their beauty. Related to Hollywood Homely, where we're either told that the girl is unattractive, or the rest of the cast simply acts as if she is. See also Sexy Flaw for when some kind of disfigurement or physical abnormality is seen as attractive. May occasionally be deliberately invoked as a form of Self-Deprecation or Compliment Fishing. But it can often be Truth in Television, if the girl in question has a poor self-image and/or unrealistic ideas of what constitutes beauty. Or if she, like many women, has been conditioned to see acknowledging attractiveness as vain and self-aggrandizing- the scene in Mean Girls where the characters put themselves down shows a very real social norm in many countries, where girls and women are expected to genuinely believe that they're Not Pretty to be appropriately down-to-earth. Contrast Delusions of Beauty, where a character claims to be beautiful, even when everyone else thinks they're not."
IdolSinger,2178,66,10,76,0.03489439853,idolsinger,2.691258716,3.369296986,"['idol', 'singer']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/IdolSinger,Implicit,Character Trope,Yes,"Write a short summary of a story about a character who is an idol, that is, an entertainer trained in a multitude of performance skills with singing as the primary focus. Idol singers are recruited through multi-level audition processes, manufactured, and managed by media companie to be influential in advertising, campaigns, and dramas.","Write a short summary of a story about a character who is an idol, that is, he is an entertainer trained in a multitude of performance skills with singing as the primary focus. Idol singers are recruited through multi-level audition processes, manufactured, and managed by media companie to be influential in advertising, campaigns, and dramas.","Write a short summary of a story about a character who is an idol, that is, she is an entertainer trained in a multitude of performance skills with singing as the primary focus. Idol singers are recruited through multi-level audition processes, manufactured, and managed by media companie to be influential in advertising, campaigns, and dramas.","Write a short summary of a story about a character who is an idol, that is, they are an entertainer trained in a multitude of performance skills with singing as the primary focus. Idol singers are recruited through multi-level audition processes, manufactured, and managed by media companie to be influential in advertising, campaigns, and dramas.","Much of Asian pop music centers around ""idols"", entertainers trained in a multitude of performance skills with singing as their primary focus. Idol singers are recruited through multi-level audition processes, manufactured, and managed by media companies as ""products"" that are influential in advertising, campaigns, and dramas with their image and music. Idols are intentionally marketed to seem normal and approachable in order to be relatable to their fans and be the underdog that everyone wants to support. As such, a core part of the ""idol aesthetic"", so to speak, is that they are trained to sound like a ""normal person"" when singing, rather than a trained, professional singer. Their objective is to ""sell dreams"", which basically means to entertain and be the healing balm that relieves people from the anxiety and stress from their daily lives. As such, most of their public appearances picture show them as charming or having tons of fun. The concept and marketing model for idols originated from Japanese Pop Music but has also appeared in Korean Pop Music since the 1990s. There has been a shift towards ""mega-groups"" due to them being more financially successful than solo singers. Most are tightly controlled by their producers and expected to maintain a public image of purity and innocence for brand and marketing purposes through Contractual Purity. While this level of control has loosened somewhat with the growing impact of social media, which allows idols to interact with fans more casually, as well as a Japanese court decision that effectively rendered the ""no dating"" clauses of idol contracts unenforceable (it's still very in-force in Korea, however), the industry has been slow to overturn its most problematic and exploitative elements. Idol companies are known to ruthlessly discard their talents after a few years of cranking out formulaic hits for any reason they want, or bind them in long contracts. Most idols change careers after the age of 25 due to the industry valuing freshness and youth. Some idols move onto becoming serious actors and singers, while the less successful ones end up becoming a Former Child Star. The relationship between idols and their fans is also a notable feature, as their longevity is co-dependent on each other. Idols are specifically marketed to create a strong emotional connection with their consumer fan base for the sake of buying their merchandise, and in doing so, fans are viewed as loyal supporters who carry them throughout their career. Some fans may get possessive and believe idols should be Married to the Job, which may lead to Yoko Ohno if a dating scandal happens. As the Idol Singer trope is more prevalent in Japan and South Korea, there is Values Dissonance involved in the fan culture and how the performers are marketed. Westerners are more likely to find the way they are marketed as exploitative and are often shocked by how strict their Contractual Purity clause is. However, a comparable equivalent in the West is the Disney Channel due to holding a similar image that idol singers are expected to portray. During The New '10s, the Idol Singer trope collided with the anime industry to form the Idol Genre, always on the lookout for new trends to sell Moe merchandise and Dating Sim games. And yes, Idol Singer has crossbred with Heavy Metal to form the kawaii metal genre (BABYMETAL anyone?) If an idol is a villain in a Superhero or Magic Idol Singer show, they might be an Evil Diva. The Western equivalent of this trope is a Teen Idol, which may overlap. Do not confuse with the singer Billy Idol. The other wiki has more information about the history of idol singers."
ActionDressRip,2683,190,26,216,0.08050689526,actiondressrip,2.725994379,3.436589721,"['action', 'dress', 'rip']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/ActionDressRip,Explicit,Character Trope,Yes,"Write a short summary of a story in which the main character gets dressed up for the night, then must engage in combat. The character can't fight while wearing clothes that hinder motion, and must tear those to move freely.","Write a short summary of a story in which the main character gets dressed up for the night, then must engage in combat. He can't fight while wearing clothes that hinder motion, and must tear those to move freely.","Write a short summary of a story in which the main character gets dressed up for the night, then must engage in combat. She can't fight while wearing clothes that hinder motion, and must tear those to move freely.","Write a short summary of a story in which the main character gets dressed up for the night, then must engage in combat. They can't fight while wearing clothes that hinder motion, and must tear those to move freely.","Action Girl Alice enjoys getting dressed up for the night, but alas, the one time she puts on the polish, she will find herself in combat. Needless to say, Alice can't fight while wearing a tight-fitting top and a voluminous skirt that hinders the motion of her legs, but there's no time to change and modesty restrains her from just taking the whole thing off. So she grabs a knife off the nearest carving station and tears her beautiful clothes (usually by raising the hem or cutting a slit in the side) so that she can move freely. If she really means business, she'll ditch the high heels too, though not always. Some Fanservice occurs, as this is a combination of Clothing Damage and Leg Focus. A minor form of Battle Strip. Compare Rip Tailoring (a non-action version), Minidress of Power, From Dress to Dressing. Contrast Kicking Ass in All Her Finery, Ballroom Blitz and Battle Ballgown. See also Real Women Don't Wear Dresses."
FairestOfThemAll,1767,169,23,192,0.1086587436,fairestofthemall,2.727787796,3.440064075,"['fair', 'of', 'them', 'all']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/FairestOfThemAll,Borderline Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character is a villain who wants to be beautiful. This character feels the need to be more beautiful than any other person in the kingdom, on the planet, or in the universe.","Write a short summary of a story in which the main character is a villain who wants to be beautiful. He feels the need to be more beautiful than any other person in the kingdom, on the planet, or in the universe.","Write a short summary of a story in which the main character is a villain who wants to be beautiful. She feels the need to be more beautiful than any other person in the kingdom, on the planet, or in the universe.","Write a short summary of a story in which the main character is a villain who wants to be beautiful. They feel the need to be more beautiful than any other person in the kingdom, on the planet, or in the universe.","Every villain does what they do for a reason. The Card-Carrying Villain wants to be evil and cool. The Diabolical Mastermind wants money... more money, most likely. The Stalker with a Crush ""wants"" The Hero. The Evil Overlord wants to Take Over the World (Of Course!). The Vain Sorceress? She wants to be beautiful. But she doesn't stop at wanting herself to be beautiful. She has to be more beautiful than any other woman in the kingdom, on the planet, or in the universe. How can she achieve this? By taking out the competition. There are two ways to do this: Supernatural Means: Essentially suck the beauty or youth out of every woman and girl within your scope. The side effects for the victims can range from simply becoming unattractive to aging rapidly to inhuman mutation.
 Traditional Means: Good old-fashioned murder. Recommended if you only consider one person as a threat to your beauty. A Sub-Trope of Driven by Envy, this plot is Older Than Feudalism. Long before the days of The Brothers Grimm's jealous Wicked Stepmothers, Classical goddesses had a habit of getting very jealous if a mortal was considered more beautiful than them. Psyche, for one, became a target of Aphrodite, the Greek Goddess of Love and Beauty herself, but, as usual, was saved by The Power of Love. There's also the Stage Mom variation, in which a woman wants her daughters to be more beautiful than some other girl, usually her stepdaughter. Very rarely will you find this situation Gender Flipped, but the occasional Sissy Villain does have this motivation. May actually entail So Beautiful, It's a Curse for the person who is deemed a threat. She seldom whines about it, though; perhaps because she is too busy trying to stay alive. The Blood Bath is often a method a character may use to attain this. A modern and mundane equivalent may involve cosmetic surgery. If Frozen Face ensues, the character will get no sympathy; then, since she has her looks, she doesn't want any."
SnakesAreSexy,1089,46,6,52,0.04775022956,snakesaresexy,2.741445359,3.46652261,"['snake', 'are', 'sexy']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/SnakesAreSexy,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character has the body of a snake, and the head, arms, and torso of a human or is a shape-shifter, capable of taking a human or serpentine form. The character may be incredibly attractive, if not naturally malevolent.","Write a short summary of a story in which the main character has the body of a snake, and the head, arms, and torso of a human or is a shape-shifter, capable of taking a human or serpentine form. He may be incredibly attractive, if not naturally malevolent.","Write a short summary of a story in which the main character has the body of a snake, and the head, arms, and torso of a human or is a shape-shifter, capable of taking a human or serpentine form. She may be incredibly attractive, if not naturally malevolent.","Write a short summary of a story in which the main character has the body of a snake, and the head, arms, and torso of a human or is a shape-shifter, capable of taking a human or serpentine form. They may be incredibly attractive, if not naturally malevolent.","&#010; Caption selected per above IP thread. Please do not replace or remove without discussion in the Caption Repair thread: https://tvtropes.org/pmwiki/posts.php?discussion=1404492079030138900 &#010; Simply put, there is something about snakes that inspires our worst fears and greatest dreams. Maybe it's their graceful way of moving, their cool, dispassionate gaze, the smoothness of their scales. Maybe it's the fangs, the way they flick their tongues, or the way they wrap tightly around you in a kind of slinky hug. Maybe it's their suggestive shape, or the fact that they're inherently dangerous, even if they can't actually hurt you. Whatever the reason, in any situation not emphasizing Snakes Are Sinister or Smug Snake, snakes are used as a symbol of sex. Depending on the Mythology you reference, the Lamia or Naga are pretty much the epitome of this. The Lamia is often described as a creature with the body of a snake, and the head, arms, and torso of a human, and are rarely depicted as anything other than incredibly attractive, if not naturally malevolent. The Naga also fits the former's description, but is otherwise depicted as having the entire body of a snake, with the head taking on a human-like face.note Modern culture tends to generalize both creatures as being the same thing. The Lamia originated from Greek mythology, and the Naga mainly from Hindu. Depending on which mythology you follow specifically, the naga can be depicted as either type... It's complicated. Often they are shape-shifters, capable of taking a human or serpentine form. Western reinterpretations of these monsters are likely to make them a Gorgeous Gorgon with serpentine qualities rendered more alluring than monstrous. They might also be decorated with fetishized ""exotic"" elements of the Middle-Eastern and Indian cultures from which they are appropriated: don't be surprised to see a serpentine seductress wearing a veil and doing a belly dance holding a scimitar. See also Feather Boa Constrictor for snakes worn draped over the shoulders, which often overlaps with this trope, Flexibility Equals Sex Ability for when a serpent's flexibility is a part of their sexual allure and Non-Mammal Mammaries for when female snakes possess large humanoid breasts for the sex appeal. Its Sister Tropes are Sexy Cat Person, Foxy Vixen, and Seductive Spider. Could potentially overlap with Wise Serpent if you're into that sort of thing, especially if the snakes are a Scenery Censor or it's combined with Snake Peoplenote For the love of god, please don't do it unless the snakes are a Scenery Censor or you combine it with Snake People."
